NAME,PLATE,MW
MOL00044277,PLATE00000116,271.32
MOL00044278,PLATE00000116,287.36
MOL00044279,PLATE00000116,272.35
MOL00044280,PLATE00000116,321.34
MOL00044281,PLATE00000116,323.40
MOL00044282,PLATE00000116,367.41
MOL00044283,PLATE00000116,262.35
MOL00044284,PLATE00000116,280.30
MOL00044285,PLATE00000116,278.35
MOL00044286,PLATE00000116,284.36
MOL00044287,PLATE00000116,282.34
MOL00044288,PLATE00000116,299.39
MOL00044289,PLATE00000116,267.75
MOL00044290,PLATE00000116,289.40
MOL00044291,PLATE00000116,371.46
MOL00044292,PLATE00000116,280.33
MOL00044293,PLATE00000116,382.42
MOL00044294,PLATE00000116,291.41
MOL00044295,PLATE00000116,384.87
MOL00044296,PLATE00000116,287.38
MOL00044297,PLATE00000116,398.47
MOL00044298,PLATE00000116,253.35
MOL00044299,PLATE00000116,397.44
MOL00044300,PLATE00000116,271.32
MOL00044301,PLATE00000116,306.25
MOL00044302,PLATE00000116,250.30
MOL00044303,PLATE00000116,363.81
MOL00044304,PLATE00000116,277.38
MOL00044305,PLATE00000116,290.32
MOL00044306,PLATE00000116,257.34
MOL00044307,PLATE00000116,259.31
MOL00044308,PLATE00000116,288.42
MOL00044309,PLATE00000116,264.32
MOL00044310,PLATE00000116,258.32
MOL00044311,PLATE00000116,266.34
MOL00044312,PLATE00000116,297.40
MOL00044313,PLATE00000116,277.75
MOL00044314,PLATE00000116,260.31
MOL00044315,PLATE00000116,272.26
MOL00044316,PLATE00000116,261.32
MOL00044317,PLATE00000116,274.38
MOL00044318,PLATE00000116,271.29
MOL00044319,PLATE00000116,286.35
MOL00044320,PLATE00000116,261.34
MOL00044321,PLATE00000116,296.37
MOL00044322,PLATE00000116,257.34
MOL00044323,PLATE00000116,266.30
MOL00044324,PLATE00000116,253.22
MOL00044325,PLATE00000116,297.36
MOL00044326,PLATE00000116,288.30
MOL00044327,PLATE00000116,281.42
MOL00044328,PLATE00000116,329.33
MOL00044329,PLATE00000116,314.43
MOL00044330,PLATE00000116,299.37
MOL00044331,PLATE00000116,296.39
MOL00044332,PLATE00000116,258.32
MOL00044333,PLATE00000116,351.49
MOL00044334,PLATE00000116,298.39
MOL00044335,PLATE00000116,264.34
MOL00044336,PLATE00000116,264.71
MOL00044337,PLATE00000116,393.45
MOL00044338,PLATE00000116,289.33
MOL00044339,PLATE00000116,371.50
MOL00044340,PLATE00000116,279.38
MOL00044341,PLATE00000116,364.45
MOL00044342,PLATE00000116,277.39
MOL00044343,PLATE00000116,394.48
MOL00044344,PLATE00000116,265.38
MOL00044345,PLATE00000116,398.47
MOL00044346,PLATE00000116,252.36
MOL00044347,PLATE00000116,272.69
MOL00044348,PLATE00000116,297.40
MOL00044349,PLATE00000116,363.81
MOL00044350,PLATE00000116,298.39
MOL00044351,PLATE00000116,399.51
MOL00044352,PLATE00000116,290.37
MOL00044353,PLATE00000116,288.35
MOL00044354,PLATE00000116,287.36
MOL00044355,PLATE00000116,294.35
MOL00044356,PLATE00000116,274.40
MOL00044357,PLATE00000116,262.74
MOL00044358,PLATE00000116,264.71
MOL00044359,PLATE00000116,286.35
MOL00044360,PLATE00000116,250.29
MOL00044361,PLATE00000116,266.30
MOL00044362,PLATE00000116,272.35
MOL00044363,PLATE00000116,280.33
MOL00044364,PLATE00000116,261.72
MOL00044365,PLATE00000116,250.34
MOL00044366,PLATE00000116,275.32
MOL00044367,PLATE00000116,285.34
MOL00044368,PLATE00000116,263.77
MOL00044369,PLATE00000116,296.37
MOL00044370,PLATE00000116,268.67
MOL00044371,PLATE00000116,292.34
MOL00044372,PLATE00000116,250.34
MOL00044373,PLATE00000116,258.32
MOL00044374,PLATE00000116,298.32
MOL00044375,PLATE00000116,277.38
MOL00044376,PLATE00000116,321.34
MOL00044377,PLATE00000116,289.76
MOL00044378,PLATE00000116,293.33
MOL00044379,PLATE00000116,302.42
MOL00044380,PLATE00000116,268.36
MOL00044381,PLATE00000116,250.66
MOL00044382,PLATE00000116,284.36
MOL00044383,PLATE00000116,260.38
MOL00044384,PLATE00000116,297.40
MOL00044385,PLATE00000116,390.45
MOL00044386,PLATE00000116,263.27
MOL00044387,PLATE00000116,312.37
MOL00044388,PLATE00000116,279.38
MOL00044389,PLATE00000116,380.41
MOL00044390,PLATE00000116,262.35
MOL00044391,PLATE00000116,378.48
MOL00044392,PLATE00000116,279.40
MOL00044393,PLATE00000116,329.40
MOL00044394,PLATE00000116,300.40
MOL00044395,PLATE00000116,296.33
MOL00044396,PLATE00000116,285.35
MOL00044397,PLATE00000116,298.32
MOL00044398,PLATE00000116,255.32
MOL00044399,PLATE00000116,383.47
MOL00044400,PLATE00000116,289.39
MOL00044401,PLATE00000116,254.67
MOL00044402,PLATE00000116,257.34
MOL00044403,PLATE00000116,260.34
MOL00044404,PLATE00000116,287.38
MOL00044405,PLATE00000116,284.36
MOL00044406,PLATE00000116,277.75
MOL00044407,PLATE00000116,297.36
MOL00044408,PLATE00000116,260.36
MOL00044409,PLATE00000116,258.32
MOL00044410,PLATE00000116,274.34
MOL00044411,PLATE00000116,316.79
MOL00044412,PLATE00000116,262.31
MOL00044413,PLATE00000116,290.34
MOL00044414,PLATE00000116,276.34
MOL00044415,PLATE00000116,285.35
MOL00044416,PLATE00000116,278.78
MOL00044417,PLATE00000116,292.40
MOL00044418,PLATE00000116,257.27
MOL00044419,PLATE00000116,271.32
MOL00044420,PLATE00000116,250.68
MOL00044421,PLATE00000116,253.31
MOL00044422,PLATE00000116,261.24
MOL00044423,PLATE00000116,291.41
MOL00044424,PLATE00000116,399.51
MOL00044425,PLATE00000116,275.77
MOL00044426,PLATE00000116,325.34
MOL00044427,PLATE00000116,302.32
MOL00044428,PLATE00000116,272.32
MOL00044429,PLATE00000116,296.80
MOL00044430,PLATE00000116,286.38
MOL00044431,PLATE00000116,354.45
MOL00044432,PLATE00000116,278.37
MOL00044433,PLATE00000116,337.89
MOL00044434,PLATE00000116,297.36
MOL00044435,PLATE00000116,362.39
MOL00044436,PLATE00000116,255.32
MOL00044437,PLATE00000116,394.48
MOL00044438,PLATE00000116,266.36
MOL00044439,PLATE00000116,396.45
MOL00044440,PLATE00000116,253.36
MOL00044441,PLATE00000116,369.38
MOL00044442,PLATE00000116,272.35
MOL00044443,PLATE00000116,328.33
MOL00044444,PLATE00000116,298.35
MOL00044445,PLATE00000116,376.39
MOL00044446,PLATE00000116,298.35
MOL00044447,PLATE00000116,384.45
MOL00044448,PLATE00000116,297.37
MOL00044449,PLATE00000116,300.29
MOL00044450,PLATE00000116,261.32
MOL00044451,PLATE00000116,286.38
MOL00044452,PLATE00000116,269.36
MOL00044453,PLATE00000116,260.31
MOL00044454,PLATE00000116,281.36
MOL00044455,PLATE00000116,285.35
MOL00044456,PLATE00000116,264.32
MOL00044457,PLATE00000116,265.32
MOL00044458,PLATE00000116,284.36
MOL00044459,PLATE00000116,280.33
MOL00044460,PLATE00000116,264.28
MOL00044461,PLATE00000116,262.37
MOL00044462,PLATE00000116,278.31
MOL00044463,PLATE00000116,275.35
MOL00044464,PLATE00000116,292.81
MOL00044465,PLATE00000116,266.38
MOL00044466,PLATE00000116,253.31
MOL00044467,PLATE00000116,272.30
MOL00044468,PLATE00000116,254.35
MOL00044469,PLATE00000116,256.32
MOL00044470,PLATE00000116,261.24
MOL00044471,PLATE00000116,267.37
MOL00044472,PLATE00000116,399.51
MOL00044473,PLATE00000116,336.39
MOL00044474,PLATE00000116,298.39
MOL00044475,PLATE00000116,340.42
MOL00044476,PLATE00000116,268.36
MOL00044477,PLATE00000116,287.41
MOL00044478,PLATE00000116,300.40
MOL00044479,PLATE00000116,374.46
MOL00044480,PLATE00000116,272.35
MOL00044481,PLATE00000116,299.37
MOL00044482,PLATE00000116,271.32
MOL00044483,PLATE00000116,354.41
MOL00044484,PLATE00000116,255.32
MOL00044485,PLATE00000116,382.42
MOL00044486,PLATE00000116,263.30
MOL00044487,PLATE00000116,352.44
MOL00044488,PLATE00000116,295.40
MOL00044489,PLATE00000116,399.41
MOL00044490,PLATE00000116,269.28
MOL00044491,PLATE00000116,302.72
MOL00044492,PLATE00000116,297.40
MOL00044493,PLATE00000116,382.39
MOL00044494,PLATE00000116,270.29
MOL00044495,PLATE00000116,396.51
MOL00044496,PLATE00000116,261.32
MOL00044497,PLATE00000116,288.35
MOL00044498,PLATE00000116,274.38
MOL00044499,PLATE00000116,264.32
MOL00044500,PLATE00000116,273.34
MOL00044501,PLATE00000116,284.36
MOL00044502,PLATE00000116,284.36
MOL00044503,PLATE00000116,298.39
MOL00044504,PLATE00000116,272.37
MOL00044505,PLATE00000116,271.36
MOL00044506,PLATE00000116,298.39
MOL00044507,PLATE00000116,262.37
MOL00044508,PLATE00000116,264.28
MOL00044509,PLATE00000116,263.34
MOL00044510,PLATE00000116,278.31
MOL00044511,PLATE00000116,290.38
MOL00044512,PLATE00000116,265.32
MOL00044513,PLATE00000116,276.31
MOL00044514,PLATE00000116,253.26
MOL00044515,PLATE00000116,253.31
MOL00044516,PLATE00000116,268.67
MOL00044517,PLATE00000116,267.29
MOL00044518,PLATE00000116,267.34
MOL00044519,PLATE00000116,293.34
MOL00044520,PLATE00000116,327.34
MOL00044521,PLATE00000116,312.38
MOL00044522,PLATE00000116,292.34
MOL00044523,PLATE00000116,251.33
MOL00044524,PLATE00000116,271.32
MOL00044525,PLATE00000116,302.42
MOL00044526,PLATE00000116,272.37
MOL00044527,PLATE00000116,335.38
MOL00044528,PLATE00000116,299.39
MOL00044529,PLATE00000116,370.47
MOL00044530,PLATE00000116,280.33
MOL00044531,PLATE00000116,342.40
MOL00044532,PLATE00000116,273.31
MOL00044533,PLATE00000116,378.48
MOL00044534,PLATE00000116,291.37
MOL00044535,PLATE00000116,394.48
MOL00044536,PLATE00000116,286.32
MOL00044537,PLATE00000116,383.41
MOL00044538,PLATE00000116,286.38
MOL00044539,PLATE00000116,326.36
MOL00044540,PLATE00000116,264.32
MOL00044541,PLATE00000116,344.80
MOL00044542,PLATE00000116,275.37
MOL00044543,PLATE00000116,396.51
MOL00044544,PLATE00000117,382.41
MOL00044545,PLATE00000117,395.46
MOL00044546,PLATE00000117,370.82
MOL00044547,PLATE00000117,335.76
MOL00044548,PLATE00000117,363.44
MOL00044549,PLATE00000117,394.43
MOL00044550,PLATE00000117,396.50
MOL00044551,PLATE00000117,267.38
MOL00044552,PLATE00000117,346.45
MOL00044553,PLATE00000117,264.30
MOL00044554,PLATE00000117,339.45
MOL00044555,PLATE00000117,254.26
MOL00044556,PLATE00000117,333.40
MOL00044557,PLATE00000117,250.32
MOL00044558,PLATE00000117,394.42
MOL00044559,PLATE00000117,292.29
MOL00044560,PLATE00000117,374.88
MOL00044561,PLATE00000117,262.33
MOL00044562,PLATE00000117,332.80
MOL00044563,PLATE00000117,277.32
MOL00044564,PLATE00000117,390.88
MOL00044565,PLATE00000117,311.40
MOL00044566,PLATE00000117,335.42
MOL00044567,PLATE00000117,255.34
MOL00044568,PLATE00000117,382.46
MOL00044569,PLATE00000117,257.27
MOL00044570,PLATE00000117,373.46
MOL00044571,PLATE00000117,256.31
MOL00044572,PLATE00000117,353.47
MOL00044573,PLATE00000117,257.34
MOL00044574,PLATE00000117,322.41
MOL00044575,PLATE00000117,252.70
MOL00044576,PLATE00000117,366.42
MOL00044577,PLATE00000117,264.71
MOL00044578,PLATE00000117,351.88
MOL00044579,PLATE00000117,272.35
MOL00044580,PLATE00000117,354.43
MOL00044581,PLATE00000117,261.32
MOL00044582,PLATE00000117,391.43
MOL00044583,PLATE00000117,283.28
MOL00044584,PLATE00000117,356.85
MOL00044585,PLATE00000117,299.77
MOL00044586,PLATE00000117,394.48
MOL00044587,PLATE00000117,261.37
MOL00044588,PLATE00000117,349.34
MOL00044589,PLATE00000117,253.35
MOL00044590,PLATE00000117,379.42
MOL00044591,PLATE00000117,299.33
MOL00044592,PLATE00000117,284.37
MOL00044593,PLATE00000117,350.42
MOL00044594,PLATE00000117,388.81
MOL00044595,PLATE00000117,385.46
MOL00044596,PLATE00000117,375.44
MOL00044597,PLATE00000117,306.33
MOL00044598,PLATE00000117,382.86
MOL00044599,PLATE00000117,395.42
MOL00044600,PLATE00000117,318.39
MOL00044601,PLATE00000117,330.40
MOL00044602,PLATE00000117,396.89
MOL00044603,PLATE00000117,250.27
MOL00044604,PLATE00000117,328.38
MOL00044605,PLATE00000117,340.38
MOL00044606,PLATE00000117,272.32
MOL00044607,PLATE00000117,306.32
MOL00044608,PLATE00000117,340.44
MOL00044609,PLATE00000117,288.30
MOL00044610,PLATE00000117,374.50
MOL00044611,PLATE00000117,260.25
MOL00044612,PLATE00000117,389.90
MOL00044613,PLATE00000117,270.32
MOL00044614,PLATE00000117,272.32
MOL00044615,PLATE00000117,273.17
MOL00044616,PLATE00000117,382.47
MOL00044617,PLATE00000117,257.27
MOL00044618,PLATE00000117,329.45
MOL00044619,PLATE00000117,270.33
MOL00044620,PLATE00000117,383.45
MOL00044621,PLATE00000117,257.34
MOL00044622,PLATE00000117,409.44
MOL00044623,PLATE00000117,264.71
MOL00044624,PLATE00000117,367.41
MOL00044625,PLATE00000117,252.70
MOL00044626,PLATE00000117,319.42
MOL00044627,PLATE00000117,250.35
MOL00044628,PLATE00000117,363.46
MOL00044629,PLATE00000117,273.34
MOL00044630,PLATE00000117,397.48
MOL00044631,PLATE00000117,285.70
MOL00044632,PLATE00000117,359.49
MOL00044633,PLATE00000117,290.28
MOL00044634,PLATE00000117,339.44
MOL00044635,PLATE00000117,298.39
MOL00044636,PLATE00000117,368.39
MOL00044637,PLATE00000117,255.32
MOL00044638,PLATE00000117,346.38
MOL00044639,PLATE00000117,260.34
MOL00044640,PLATE00000117,346.45
MOL00044641,PLATE00000117,331.33
MOL00044642,PLATE00000117,382.86
MOL00044643,PLATE00000117,377.44
MOL00044644,PLATE00000117,374.46
MOL00044645,PLATE00000117,271.32
MOL00044646,PLATE00000117,396.89
MOL00044647,PLATE00000117,348.36
MOL00044648,PLATE00000117,360.47
MOL00044649,PLATE00000117,253.26
MOL00044650,PLATE00000117,325.20
MOL00044651,PLATE00000117,285.32
MOL00044652,PLATE00000117,292.73
MOL00044653,PLATE00000117,296.33
MOL00044654,PLATE00000117,362.44
MOL00044655,PLATE00000117,306.32
MOL00044656,PLATE00000117,326.41
MOL00044657,PLATE00000117,305.29
MOL00044658,PLATE00000117,384.85
MOL00044659,PLATE00000117,252.29
MOL00044660,PLATE00000117,380.43
MOL00044661,PLATE00000117,386.40
MOL00044662,PLATE00000117,348.42
MOL00044663,PLATE00000117,262.26
MOL00044664,PLATE00000117,291.44
MOL00044665,PLATE00000117,287.75
MOL00044666,PLATE00000117,339.44
MOL00044667,PLATE00000117,262.35
MOL00044668,PLATE00000117,375.51
MOL00044669,PLATE00000117,275.37
MOL00044670,PLATE00000117,362.39
MOL00044671,PLATE00000117,281.76
MOL00044672,PLATE00000117,329.37
MOL00044673,PLATE00000117,266.73
MOL00044674,PLATE00000117,305.40
MOL00044675,PLATE00000117,253.35
MOL00044676,PLATE00000117,261.32
MOL00044677,PLATE00000117,273.34
MOL00044678,PLATE00000117,310.40
MOL00044679,PLATE00000117,268.33
MOL00044680,PLATE00000117,363.42
MOL00044681,PLATE00000117,290.28
MOL00044682,PLATE00000117,367.39
MOL00044683,PLATE00000117,290.41
MOL00044684,PLATE00000117,371.40
MOL00044685,PLATE00000117,261.32
MOL00044686,PLATE00000117,329.40
MOL00044687,PLATE00000117,330.48
MOL00044688,PLATE00000117,384.92
MOL00044689,PLATE00000117,334.38
MOL00044690,PLATE00000117,356.44
MOL00044691,PLATE00000117,349.39
MOL00044692,PLATE00000117,347.43
MOL00044693,PLATE00000117,261.32
MOL00044694,PLATE00000117,326.41
MOL00044695,PLATE00000117,292.29
MOL00044696,PLATE00000117,366.86
MOL00044697,PLATE00000117,349.34
MOL00044698,PLATE00000117,342.41
MOL00044699,PLATE00000117,315.35
MOL00044700,PLATE00000117,351.42
MOL00044701,PLATE00000117,324.29
MOL00044702,PLATE00000117,392.43
MOL00044703,PLATE00000117,292.25
MOL00044704,PLATE00000117,337.82
MOL00044705,PLATE00000117,256.22
MOL00044706,PLATE00000117,394.42
MOL00044707,PLATE00000117,261.34
MOL00044708,PLATE00000117,393.32
MOL00044709,PLATE00000117,267.24
MOL00044710,PLATE00000117,300.37
MOL00044711,PLATE00000117,266.30
MOL00044712,PLATE00000117,347.51
MOL00044713,PLATE00000117,274.37
MOL00044714,PLATE00000117,390.49
MOL00044715,PLATE00000117,264.33
MOL00044716,PLATE00000117,393.49
MOL00044717,PLATE00000117,258.32
MOL00044718,PLATE00000117,388.47
MOL00044719,PLATE00000117,264.71
MOL00044720,PLATE00000117,344.36
MOL00044721,PLATE00000117,264.71
MOL00044722,PLATE00000117,323.41
MOL00044723,PLATE00000117,261.32
MOL00044724,PLATE00000117,303.76
MOL00044725,PLATE00000117,273.34
MOL00044726,PLATE00000117,263.40
MOL00044727,PLATE00000117,268.33
MOL00044728,PLATE00000117,394.45
MOL00044729,PLATE00000117,271.36
MOL00044730,PLATE00000117,350.42
MOL00044731,PLATE00000117,285.35
MOL00044732,PLATE00000117,375.43
MOL00044733,PLATE00000117,265.29
MOL00044734,PLATE00000117,343.43
MOL00044735,PLATE00000117,381.52
MOL00044736,PLATE00000117,366.86
MOL00044737,PLATE00000117,351.45
MOL00044738,PLATE00000117,358.45
MOL00044739,PLATE00000117,364.40
MOL00044740,PLATE00000117,350.41
MOL00044741,PLATE00000117,273.34
MOL00044742,PLATE00000117,374.46
MOL00044743,PLATE00000117,328.39
MOL00044744,PLATE00000117,376.43
MOL00044745,PLATE00000117,266.26
MOL00044746,PLATE00000117,388.48
MOL00044747,PLATE00000117,295.29
MOL00044748,PLATE00000117,335.37
MOL00044749,PLATE00000117,282.68
MOL00044750,PLATE00000117,291.79
MOL00044751,PLATE00000117,278.33
MOL00044752,PLATE00000117,265.71
MOL00044753,PLATE00000117,322.32
MOL00044754,PLATE00000117,378.42
MOL00044755,PLATE00000117,263.72
MOL00044756,PLATE00000117,382.52
MOL00044757,PLATE00000117,280.30
MOL00044758,PLATE00000117,312.38
MOL00044759,PLATE00000117,260.29
MOL00044760,PLATE00000117,371.49
MOL00044761,PLATE00000117,257.34
MOL00044762,PLATE00000117,368.53
MOL00044763,PLATE00000117,262.35
MOL00044764,PLATE00000117,382.51
MOL00044765,PLATE00000117,275.37
MOL00044766,PLATE00000117,364.49
MOL00044767,PLATE00000117,292.72
MOL00044768,PLATE00000117,330.33
MOL00044769,PLATE00000117,281.76
MOL00044770,PLATE00000117,323.82
MOL00044771,PLATE00000117,263.27
MOL00044772,PLATE00000117,304.34
MOL00044773,PLATE00000117,277.30
MOL00044774,PLATE00000117,322.37
MOL00044775,PLATE00000117,279.36
MOL00044776,PLATE00000117,371.40
MOL00044777,PLATE00000117,269.35
MOL00044778,PLATE00000117,279.38
MOL00044779,PLATE00000117,285.35
MOL00044780,PLATE00000117,272.30
MOL00044781,PLATE00000117,268.33
MOL00044782,PLATE00000117,397.43
MOL00044783,PLATE00000117,344.46
MOL00044784,PLATE00000117,334.39
MOL00044785,PLATE00000117,314.43
MOL00044786,PLATE00000117,372.44
MOL00044787,PLATE00000117,366.42
MOL00044788,PLATE00000117,362.44
MOL00044789,PLATE00000117,320.41
MOL00044790,PLATE00000117,326.41
MOL00044791,PLATE00000117,287.36
MOL00044792,PLATE00000117,360.43
MOL00044793,PLATE00000117,260.27
MOL00044794,PLATE00000117,257.35
MOL00044795,PLATE00000117,396.40
MOL00044796,PLATE00000117,283.39
MOL00044797,PLATE00000117,292.29
MOL00044798,PLATE00000117,275.75
MOL00044799,PLATE00000117,253.70
MOL00044800,PLATE00000117,311.78
MOL00044801,PLATE00000117,261.32
MOL00044802,PLATE00000117,330.42
MOL00044803,PLATE00000117,273.17
MOL00044804,PLATE00000117,384.49
MOL00044805,PLATE00000117,302.33
MOL00044806,PLATE00000117,385.48
MOL00044807,PLATE00000117,261.32
MOL00044808,PLATE00000117,363.46
MOL00044809,PLATE00000117,253.73
MOL00044810,PLATE00000117,379.47
MOL00044811,PLATE00000117,254.29
MOL00044812,PLATE00000117,388.51
MOL00044813,PLATE00000117,258.32
MOL00044814,PLATE00000117,399.45
MOL00044815,PLATE00000117,252.70
MOL00044816,PLATE00000117,319.38
MOL00044817,PLATE00000117,264.71
MOL00044818,PLATE00000117,304.39
MOL00044819,PLATE00000117,251.26
MOL00044820,PLATE00000117,260.34
MOL00044821,PLATE00000117,279.72
MOL00044822,PLATE00000117,365.43
MOL00044823,PLATE00000117,268.33
MOL00044824,PLATE00000117,371.40
MOL00044825,PLATE00000117,287.34
MOL00044826,PLATE00000117,357.37
MOL00044827,PLATE00000117,296.25
MOL00044828,PLATE00000117,306.37
MOL00044829,PLATE00000117,296.39
MOL00044830,PLATE00000117,353.42
MOL00044831,PLATE00000117,381.52
MOL00044832,PLATE00000117,396.89
MOL00044833,PLATE00000117,354.41
MOL00044834,PLATE00000117,379.43
MOL00044835,PLATE00000117,396.44
MOL00044836,PLATE00000117,396.89
MOL00044837,PLATE00000117,361.40
MOL00044838,PLATE00000117,389.47
MOL00044839,PLATE00000117,268.29
MOL00044840,PLATE00000117,348.42
MOL00044841,PLATE00000117,259.26
MOL00044842,PLATE00000117,305.39
MOL00044843,PLATE00000117,295.29
MOL00044844,PLATE00000117,366.41
MOL00044845,PLATE00000117,298.30
MOL00044846,PLATE00000117,315.77
MOL00044847,PLATE00000117,268.72
MOL00044848,PLATE00000117,325.81
MOL00044849,PLATE00000117,322.41
MOL00044850,PLATE00000117,325.20
MOL00044851,PLATE00000117,284.35
MOL00044852,PLATE00000117,293.76
MOL00044853,PLATE00000117,262.31
MOL00044854,PLATE00000117,292.73
MOL00044855,PLATE00000117,306.76
MOL00044856,PLATE00000117,371.44
MOL00044857,PLATE00000117,285.35
MOL00044858,PLATE00000117,383.42
MOL00044859,PLATE00000117,257.29
MOL00044860,PLATE00000117,394.48
MOL00044861,PLATE00000117,290.30
MOL00044862,PLATE00000117,326.42
MOL00044863,PLATE00000117,264.71
MOL00044864,PLATE00000117,326.37
MOL00044865,PLATE00000117,266.25
MOL00044866,PLATE00000117,367.45
MOL00044867,PLATE00000117,265.29
MOL00044868,PLATE00000117,252.27
MOL00044869,PLATE00000117,265.70
MOL00044870,PLATE00000117,337.38
MOL00044871,PLATE00000117,293.39
MOL00044872,PLATE00000117,260.25
MOL00044873,PLATE00000117,263.34
MOL00044874,PLATE00000117,393.40
MOL00044875,PLATE00000117,258.28
MOL00044876,PLATE00000117,346.39
MOL00044877,PLATE00000117,258.34
MOL00044878,PLATE00000117,364.40
MOL00044879,PLATE00000117,396.49
MOL00044880,PLATE00000117,366.86
MOL00044881,PLATE00000117,329.40
MOL00044882,PLATE00000117,256.32
MOL00044883,PLATE00000117,316.36
MOL00044884,PLATE00000117,324.44
MOL00044885,PLATE00000117,313.39
MOL00044886,PLATE00000117,346.45
MOL00044887,PLATE00000117,265.33
MOL00044888,PLATE00000117,364.48
MOL00044889,PLATE00000117,282.31
MOL00044890,PLATE00000117,319.42
MOL00044891,PLATE00000117,298.36
MOL00044892,PLATE00000117,392.47
MOL00044893,PLATE00000117,262.26
MOL00044894,PLATE00000117,354.47
MOL00044895,PLATE00000117,252.26
MOL00044896,PLATE00000117,305.77
MOL00044897,PLATE00000117,263.30
MOL00044898,PLATE00000117,386.85
MOL00044899,PLATE00000117,277.24
MOL00044900,PLATE00000117,362.87
MOL00044901,PLATE00000117,299.71
MOL00044902,PLATE00000117,370.46
MOL00044903,PLATE00000117,382.86
MOL00044904,PLATE00000117,397.52
MOL00044905,PLATE00000117,291.35
MOL00044906,PLATE00000117,379.47
MOL00044907,PLATE00000117,254.29
MOL00044908,PLATE00000117,394.52
MOL00044909,PLATE00000117,250.27
MOL00044910,PLATE00000117,340.45
MOL00044911,PLATE00000117,281.76
MOL00044912,PLATE00000117,321.38
MOL00044913,PLATE00000117,268.26
MOL00044914,PLATE00000117,341.45
MOL00044915,PLATE00000117,265.29
MOL00044916,PLATE00000117,360.47
MOL00044917,PLATE00000117,279.72
MOL00044918,PLATE00000117,340.48
MOL00044919,PLATE00000117,282.36
MOL00044920,PLATE00000117,357.47
MOL00044921,PLATE00000117,277.37
MOL00044922,PLATE00000117,360.41
MOL00044923,PLATE00000117,280.75
MOL00044924,PLATE00000117,383.47
MOL00044925,PLATE00000117,318.35
MOL00044926,PLATE00000117,364.40
MOL00044927,PLATE00000117,372.43
MOL00044928,PLATE00000118,336.45
MOL00044929,PLATE00000118,324.38
MOL00044930,PLATE00000118,354.43
MOL00044931,PLATE00000118,348.44
MOL00044932,PLATE00000118,349.90
MOL00044933,PLATE00000118,382.43
MOL00044934,PLATE00000118,351.47
MOL00044935,PLATE00000118,320.41
MOL00044936,PLATE00000118,361.42
MOL00044937,PLATE00000118,378.42
MOL00044938,PLATE00000118,310.82
MOL00044939,PLATE00000118,396.84
MOL00044940,PLATE00000118,322.42
MOL00044941,PLATE00000118,358.41
MOL00044942,PLATE00000118,314.38
MOL00044943,PLATE00000118,352.47
MOL00044944,PLATE00000118,323.34
MOL00044945,PLATE00000118,350.45
MOL00044946,PLATE00000118,362.46
MOL00044947,PLATE00000118,381.83
MOL00044948,PLATE00000118,269.31
MOL00044949,PLATE00000118,311.76
MOL00044950,PLATE00000118,354.45
MOL00044951,PLATE00000118,379.48
MOL00044952,PLATE00000118,328.38
MOL00044953,PLATE00000118,366.43
MOL00044954,PLATE00000118,296.39
MOL00044955,PLATE00000118,388.48
MOL00044956,PLATE00000118,364.50
MOL00044957,PLATE00000118,324.44
MOL00044958,PLATE00000118,338.39
MOL00044959,PLATE00000118,354.42
MOL00044960,PLATE00000118,312.32
MOL00044961,PLATE00000118,348.42
MOL00044962,PLATE00000118,265.32
MOL00044963,PLATE00000118,328.43
MOL00044964,PLATE00000118,296.35
MOL00044965,PLATE00000118,301.34
MOL00044966,PLATE00000118,258.37
MOL00044967,PLATE00000118,327.39
MOL00044968,PLATE00000118,365.43
MOL00044969,PLATE00000118,332.37
MOL00044970,PLATE00000118,392.52
MOL00044971,PLATE00000118,359.42
MOL00044972,PLATE00000118,312.79
MOL00044973,PLATE00000118,371.45
MOL00044974,PLATE00000118,292.31
MOL00044975,PLATE00000118,387.50
MOL00044976,PLATE00000118,287.29
MOL00044977,PLATE00000118,353.44
MOL00044978,PLATE00000118,351.40
MOL00044979,PLATE00000118,376.47
MOL00044980,PLATE00000118,341.43
MOL00044981,PLATE00000118,346.45
MOL00044982,PLATE00000118,380.50
MOL00044983,PLATE00000118,340.34
MOL00044984,PLATE00000118,283.35
MOL00044985,PLATE00000118,332.42
MOL00044986,PLATE00000118,270.35
MOL00044987,PLATE00000118,376.43
MOL00044988,PLATE00000118,344.40
MOL00044989,PLATE00000118,290.38
MOL00044990,PLATE00000118,393.55
MOL00044991,PLATE00000118,340.78
MOL00044992,PLATE00000118,364.44
MOL00044993,PLATE00000118,273.31
MOL00044994,PLATE00000118,308.33
MOL00044995,PLATE00000118,331.46
MOL00044996,PLATE00000118,392.46
MOL00044997,PLATE00000118,392.45
MOL00044998,PLATE00000118,269.73
MOL00044999,PLATE00000118,392.47
MOL00045000,PLATE00000118,341.43
MOL00045001,PLATE00000118,332.80
MOL00045002,PLATE00000118,332.42
MOL00045003,PLATE00000118,302.35
MOL00045004,PLATE00000118,395.52
MOL00045005,PLATE00000118,324.44
MOL00045006,PLATE00000118,291.37
MOL00045007,PLATE00000118,378.53
MOL00045008,PLATE00000118,311.36
MOL00045009,PLATE00000118,285.40
MOL00045010,PLATE00000118,273.38
MOL00045011,PLATE00000118,328.43
MOL00045012,PLATE00000118,294.31
